Date,ALPA4.SA,ABEV3.SA,BPAN4.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BBAS3.SA,BRKM5.SA,BRFS3.SA,CCRO3.SA,CMIG4.SA,CPLE6.SA,CSAN3.SA,CPFE3.SA,CYRE3.SA,DXCO3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENEV3.SA,EGIE3.SA,EZTC3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,RENT3.SA,LREN3.SA,MRFG3.SA,BEEF3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,RADL3.SA,SBSP3.SA,SMTO3.SA,CSNA3.SA,SLCE3.SA,VIVT3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIIA3.SA,WEGE3.SA
2023-03-01,9.119999885559082,13.470000267028809,5.019999980926514,11.602749824523926,12.961024284362793,28.829999923706055,38.64012145996094,19.75,6.489999771118164,10.899999618530273,10.255182266235352,7.010000228881836,14.800000190734863,30.139999389648438,14.859999656677246,6.460000038146973,33.52000045776367,35.220001220703125,16.889999389648438,19.6299991607666,11.199999809265137,39.290000915527344,12.295238494873047,27.906415939331055,12.842619895935059,5.230000019073486,8.069023132324219,24.71706199645996,19.200000762939453,53.31999969482422,17.71456527709961,6.570000171661377,11.40999984741211,5.699999809265137,25.440000534057617,14.279999732971191,28.75,25.299999237060547,22.5,52.08000183105469,27.5,17.940000534057617,48.970001220703125,38.84000015258789,12.239999771118164,27.149999618530273,12.989999771118164,7.170000076293945,87.28317260742188,1.840000033378601,39.32741928100586
2023-03-02,9.329999923706055,13.130000114440918,5.010000228881836,11.420000076293945,12.789999961853027,28.56999969482422,37.0846061706543,20.469999313354492,6.739999771118164,10.760000228881836,10.166776657104492,6.96999979019165,14.720000267028809,29.860000610351562,14.789999961853027,6.510000228881836,33.16999816894531,35.0,17.3799991607666,22.520000457763672,11.119999885559082,39.38999938964844,11.976140975952148,27.95368194580078,12.892205238342285,5.059999942779541,7.890811920166016,23.906343460083008,19.350000381469727,53.13999938964844,17.912494659423828,6.650000095367432,11.0,5.619999885559082,24.600000381469727,14.25,27.959999084472656,24.639999389648438,22.3700008392334,51.869998931884766,28.030000686645508,17.770000457763672,48.9900016784668,38.560001373291016,12.079999923706055,27.469999313354492,12.890000343322754,7.099999904632568,87.08747100830078,1.8300000429153442,39.10771179199219
2023-03-03,9.15999984741211,13.109999656677246,4.940000057220459,11.380000114440918,12.859999656677246,28.920000076293945,37.500728607177734,20.440000534057617,6.71999979019165,10.779999732971191,10.098014831542969,6.940000057220459,14.739999771118164,29.59000015258789,14.729999542236328,6.510000228881836,32.7599983215332,34.779998779296875,17.950000762939453,22.110000610351562,11.140000343322754,39.2599983215332,11.876422882080078,27.81188201904297,12.822786331176758,5.130000114440918,7.910613059997559,23.936002731323242,19.65999984741211,52.95000076293945,17.566120147705078,6.769999980926514,11.800000190734863,5.53000020980835,23.459999084472656,14.40999984741211,28.979999542236328,25.700000762939453,22.5,51.41999816894531,27.5,18.239999771118164,49.0,38.15999984741211,12.0,27.709999084472656,13.0,7.179999828338623,87.38102722167969,1.7400000095367432,38.78813934326172
2023-03-06,9.359999656677246,13.5,5.059999942779541,11.720000267028809,13.289999961853027,28.520000457763672,38.3527946472168,20.68000030517578,7.190000057220459,10.970000267028809,10.255182266235352,7.010000228881836,15.100000381469727,29.709999084472656,15.029999732971191,6.630000114440918,33.0,34.779998779296875,18.0,22.020000457763672,11.199999809265137,39.56999969482422,12.195520401000977,26.923263549804688,12.53519058227539,6.349999904632568,8.078924179077148,24.479778289794922,20.020000457763672,53.34000015258789,17.952077865600586,6.920000076293945,11.779999732971191,5.739999771118164,24.100000381469727,14.550000190734863,29.40999984741211,25.959999084472656,23.209999084472656,51.540000915527344,28.40999984741211,17.540000915527344,49.310001373291016,38.709999084472656,12.09000015258789,27.889999389648438,13.390000343322754,7.119999885559082,84.29871368408203,1.9199999570846558,39.37735366821289
2023-03-07,9.3100004196167,13.430000305175781,5.039999961853027,11.890000343322754,13.600000381469727,27.979999542236328,39.234580993652344,20.43000030517578,6.889999866485596,11.050000190734863,10.343588829040527,6.960000038146973,15.220000267028809,29.920000076293945,15.279999732971191,6.179999828338623,32.279998779296875,34.099998474121094,18.229999542236328,22.239999771118164,11.369999885559082,40.45000076293945,12.404928207397461,26.554580688476562,12.386433601379395,6.710000038146973,8.049222946166992,24.548986434936523,19.600000381469727,53.40999984741211,18.051042556762695,6.949999809265137,11.859999656677246,5.690000057220459,24.219999313354492,14.779999732971191,28.520000457763672,25.100000381469727,23.389999389648438,51.900001525878906,28.239999771118164,17.299999237060547,48.849998474121094,39.220001220703125,12.25,27.59000015258789,13.199999809265137,7.03000020980835,83.496337890625,1.8799999952316284,39.537139892578125
2023-03-08,9.970000267028809,13.619999885559082,5.309999942779541,12.199999809265137,14.020000457763672,28.280000686645508,39.63089370727539,20.68000030517578,7.079999923706055,11.619999885559082,10.549871444702148,7.070000171661377,15.5,30.649999618530273,15.960000038146973,6.480000019073486,33.06999969482422,34.88999938964844,18.149999618530273,22.239999771118164,11.84000015258789,40.400001525878906,13.441996574401855,27.05560874938965,12.604610443115234,7.210000038146973,8.217533111572266,24.855478286743164,19.860000610351562,56.0,19.396955490112305,6.989999771118164,11.890000343322754,5.960000038146973,25.239999771118164,14.789999961853027,28.959999084472656,25.420000076293945,24.299999237060547,53.15999984741211,28.81999969482422,17.989999771118164,47.810001373291016,39.040000915527344,12.40999984741211,28.030000686645508,13.770000457763672,7.289999961853027,84.25957489013672,1.9500000476837158,40.10637664794922
2023-03-09,9.729999542236328,13.600000381469727,5.380000114440918,12.140000343322754,13.970000267028809,27.610000610351562,38.7689208984375,20.5,6.989999771118164,11.710000038146973,10.284651756286621,6.760000228881836,15.470000267028809,30.530000686645508,16.40999984741211,7.050000190734863,32.08000183105469,34.040000915527344,17.979999542236328,22.06999969482422,11.880000114440918,41.29999923706055,13.701263427734375,25.883390426635742,12.049253463745117,7.869999885559082,8.128427505493164,24.380910873413086,19.6299991607666,55.959999084472656,19.129751205444336,7.03000020980835,11.770000457763672,6.340000152587891,25.020000457763672,14.510000228881836,28.600000381469727,25.309999465942383,24.0,52.130001068115234,27.549999237060547,16.540000915527344,47.0,39.38999938964844,12.300000190734863,27.700000762939453,13.65999984741211,7.119999885559082,83.15386199951172,1.940000057220459,39.80677795410156
2023-03-10,9.630000114440918,13.510000228881836,5.150000095367432,11.819999694824219,13.569999694824219,27.25,38.03574752807617,19.3799991607666,6.590000152587891,11.550000190734863,10.323943138122559,6.739999771118164,14.979999542236328,30.360000610351562,15.920000076293945,6.71999979019165,31.81999969482422,33.779998779296875,19.0,22.0,11.760000228881836,40.93000030517578,13.611516952514648,25.514707565307617,11.870746612548828,7.309999942779541,7.989818096160889,23.797588348388672,19.110000610351562,54.90999984741211,18.733896255493164,6.829999923706055,11.680000305175781,6.429999828338623,25.06999969482422,13.899999618530273,28.399999618530273,24.979999542236328,23.989999771118164,50.810001373291016,27.200000762939453,15.920000076293945,46.720001220703125,38.959999084472656,12.199999809265137,27.399999618530273,13.489999771118164,6.929999828338623,82.87987518310547,1.8200000524520874,39.487205505371094
2023-03-13,9.859999656677246,13.609999656677246,5.050000190734863,11.720000267028809,13.420000076293945,27.420000076293945,37.79796600341797,18.93000030517578,6.559999942779541,11.800000190734863,10.373058319091797,6.820000171661377,14.470000267028809,31.0,16.09000015258789,6.360000133514404,31.889999389648438,33.81999969482422,18.799999237060547,22.09000015258789,11.649999618530273,41.20000076293945,13.860812187194824,25.24056053161621,11.771574974060059,7.199999809265137,7.871010780334473,23.5108699798584,18.790000915527344,54.7400016784668,19.020891189575195,6.829999923706055,11.529999732971191,6.900000095367432,24.649999618530273,14.140000343322754,27.5,24.190000534057617,24.170000076293945,51.779998779296875,25.6200008392334,16.059999465942383,46.79999923706055,39.06999969482422,12.510000228881836,28.049999237060547,13.229999542236328,6.929999828338623,83.22235870361328,2.0399999618530273,39.736873626708984
2023-03-14,9.470000267028809,13.949999809265137,4.880000114440918,11.640000343322754,13.34000015258789,27.5,37.5099983215332,18.479999542236328,6.599999904632568,11.729999542236328,10.559694290161133,6.880000114440918,14.569999694824219,31.75,15.699999809265137,6.230000019073486,32.279998779296875,34.45000076293945,19.530000686645508,22.1299991607666,11.369999885559082,41.59000015258789,13.92064380645752,25.571428298950195,11.960000038146973,7.28000020980835,7.871010780334473,23.43177604675293,19.010000228881836,52.5099983215332,18.27865982055664,6.78000020980835,11.260000228881836,6.949999809265137,24.760000228881836,13.960000038146973,27.010000228881836,23.760000228881836,24.399999618530273,52.47999954223633,25.889999389648438,15.720000267028809,46.900001525878906,39.43000030517578,12.779999732971191,28.540000915527344,13.210000038146973,7.010000228881836,83.9800033569336,2.059999942779541,40.206241607666016
